kf_mgkg,frequency_thz,eps_real
84,1.945,1.2327353685441673
84,1.95,1.234356599374364
84,1.955,1.228344668768676
84,1.96,1.2290893245485222
84,1.965,1.2376316938330023
84,1.97,1.233872851725177
84,1.975,1.2338110875566328
84,1.98,1.2295673083099352
84,1.985,1.2306924984821388
84,1.99,1.232591261907116
84,1.995,1.2364525435972882
84,2.0,1.2336755476509806
91,0.5,1.3533895216837848
91,0.505,1.3611876213689886
91,0.51,1.3612629832202359
91,0.515,1.359463957224678
91,0.52,1.3545391744501387
91,0.525,1.355645416510235
91,0.53,1.3565682920830426
91,0.535,1.3575431184584732
91,0.54,1.3616852857805
91,0.545,1.3538796444662087
91,0.55,1.3554743022819573
91,0.555,1.3572216374411903
91,0.56,1.355864546742355
91,0.565,1.3560381752778303
91,0.5700000000000001,1.3536530128774367
91,0.575,1.357472763554291
91,0.58,1.3566031046796858
91,0.585,1.3578948286959698
91,0.59,1.3598049512102652
91,0.595,1.3569123424818572
91,0.6,1.3573314492775075
91,0.605,1.3583721900140409
91,0.61,1.356667902714767
91,0.615,1.3583555820918198
91,0.62,1.3536178821682305
91,0.625,1.3559017803473896
91,0.63,1.359392426484094
91,0.635,1.3587139507288162
91,0.64,1.3603504479812296
91,0.645,1.355117570958953
91,0.65,1.3571978074811424
91,0.655,1.3584283715067687
91,0.66,1.3584953475945036
91,0.665,1.3582957534721907
91,0.67,1.3624705747369616
91,0.675,1.357930014187798
91,0.6799999999999999,1.358392703614339
91,0.685,1.3605661818161845
91,0.69,1.3605942407704474
91,0.6950000000000001,1.3598749206638063
91,0.7,1.363778589939942
91,0.7050000000000001,1.3611896938889398
91,0.71,1.3593339269461682
91,0.715,1.3576522858063667
91,0.72,1.3631894462246106
91,0.725,1.3587409519487577
91,0.73,1.3613662655189973
91,0.735,1.3592236396971586
91,0.74,1.3658585790196613
91,0.745,1.3625643201235977
91,0.75,1.3565330889204428
91,0.755,1.361708749197578
91,0.76,1.357697269442806
91,0.765,1.3598313608007857
91,0.77,1.363325034639239
91,0.775,1.358240964952376
91,0.78,1.3623556564127577
91,0.785,1.3614593317205477
91,0.79,1.3636037455060521
91,0.7949999999999999,1.3594344066679367
91,0.8,1.3634584169502342
91,0.8049999999999999,1.361126505939543
91,0.81,1.3646455293789161
91,0.815,1.3622874278812303
91,0.8200000000000001,1.3638823700589264
91,0.825,1.3656460847096437
91,0.8300000000000001,1.3651031061297207
91,0.835,1.3623843946905265
91,0.8400000000000001,1.3642625107943305
91,0.845,1.3625692961375613
91,0.8500000000000001,1.3636704811026161
91,0.855,1.3666751728096433
91,0.86,1.3605754956067715
91,0.865,1.3598012286201822
91,0.87,1.363941937471041
91,0.875,1.3613814947772351
91,0.88,1.3658369574181417
91,0.885,1.364919547089169
91,0.89,1.3643550186388456
91,0.895,1.3627578099917173
91,0.9,1.3616461441432182
91,0.905,1.3605993141450108
91,0.91,1.3613934067145839
91,0.915,1.362652526160644
91,0.9199999999999999,1.3603286780578352
91,0.925,1.3651762130189933
91,0.9299999999999999,1.3641742769024692
91,0.935,1.3593082736558924
91,0.94,1.3558130106064323
91,0.9450000000000001,1.3651385557207172
91,0.95,1.3593360789455506
91,0.9550000000000001,1.355113881096512
91,0.96,1.3580671333871903
91,0.9650000000000001,1.3625900956838195
91,0.97,1.3653271848711017
91,0.9750000000000001,1.3641645905211561
91,0.98,1.3653991679000916
91,0.985,1.3660461398316468
91,0.99,1.3661355902569219
91,0.995,1.359009867245658
91,1.0,1.360759503469325
91,1.005,1.359540087928263
91,1.01,1.361065467674871
91,1.0150000000000001,1.3598911369138316
91,1.02,1.361240137171544
91,1.025,1.364940096419592
91,1.03,1.3584570332066608
91,1.0350000000000001,1.3618541831527096
91,1.04,1.3574049763556628
91,1.045,1.3563974222145065
91,1.05,1.3618979351373126
91,1.0550000000000002,1.3588212714369337
91,1.06,1.3591075847651468
91,1.065,1.362287948577212
91,1.07,1.3551557513990173
91,1.0750000000000002,1.3583948691549053
91,1.08,1.3615887336873749
91,1.085,1.3551371199197866
91,1.0899999999999999,1.3580716570480402
91,1.095,1.359459945798015
91,1.1,1.3591873025049335
91,1.105,1.358273328073452
91,1.1099999999999999,1.3587363437312103
91,1.115,1.357224310512124
91,1.12,1.3576797877457991
91,1.125,1.356381731344066
91,1.13,1.3528855623505154
91,1.135,1.355091643991639
91,1.1400000000000001,1.3542220530096332
91,1.145,1.3569961121901781
91,1.15,1.3551214087226107
91,1.155,1.3548178008171172
91,1.1600000000000001,1.353676193566947
91,1.165,1.354513235036188
91,1.17,1.3511958682331437
91,1.175,1.352897086260888
91,1.1800000000000002,1.350176028236129
91,1.185,1.3506599593223823
91,1.19,1.3484174880766173
91,1.195,1.3563370753626456
91,1.2000000000000002,1.351985554025649
91,1.205,1.347775185092938
91,1.21,1.3488614474279055
91,1.2149999999999999,1.3502701870592546
91,1.22,1.3479704930566172
91,1.225,1.3505511276290492
91,1.23,1.3494528387611844
91,1.2349999999999999,1.3508387134941093
91,1.24,1.340641788961968
91,1.245,1.3491567530802546
91,1.25,1.347513636675769
91,1.255,1.3490609033429062
91,1.26,1.3448275196731527
